MedicineID,MedicineName,DosageForm,Category,Type,UnitPrice,SupplierID,RequiresPrescription,StorageCondition
MED0795,"Perfectil Skin ,Hair & Nails",Capsule,Oral Solid,Drug,6.61,SUP012,Yes,Cool & Dry
MED0796,Laro Eat Plus Orange Chuclota,Powder,Dermatology,Drug,20.8,SUP003,Yes,Refrigerated
MED0797,Vocort 15Mg,Cream,Topical,Drug,18.35,SUP004,No,Refrigerated
MED0798,Kin Forte  500Ml,Mouthwash,Personal Care,Supply,28.16,SUP002,No,Cool & Dry
MED0799,Vitamin D3 5000 Iu,Capsule,Oral Solid,Drug,10.89,SUP007,Yes,Refrigerated
MED0800,Contornia,Powder,Dermatology,Supply,21.41,SUP011,No,Room Temperature
MED0801,Aquax -H Cream 30G,Cream,Topical,Drug,13.47,SUP007,Yes,Refrigerated
MED0802,My Nourishing Aloe Vera,Cream,Topical,Supply,14.05,SUP001,Yes,Cool & Dry
MED0803,Rinoraz,Syrup,Oral Liquid,Drug,11.39,SUP001,No,Room Temperature
MED0804,Clairette 2000/35,Tablet,Oral Solid,Drug,19.98,SUP008,Yes,Room Temperature
MED0805,Cabenex 0.5 Mg,Tablet,Oral Solid,Drug,10.56,SUP007,Yes,Room Temperature
MED0806,Spotex,Gel,Topical,Drug,8.5,SUP014,No,Room Temperature
MED0807,Sadol 1000 Mg,Tablet,Oral Solid,Drug,11.46,SUP008,Yes,Room Temperature
MED0808,Mae Blackcurrant 7Day Pack 21*3G Sachets,Sachet,Oral Solid,Drug,7.88,SUP007,Yes,Room Temperature
MED0809,Bioderma Sebium H2O 250Ml,Solution,Oral Liquid,Supply,10.83,SUP003,No,Room Temperature
MED0810,Trisa Perfect White Toothpaste 75Ml,Toothpaste,Personal Care,Supply,17.22,SUP001,No,Cool & Dry
MED0811,Doxafin   5Mg,Tablet,Oral Solid,Drug,9.92,SUP010,No,Room Temperature
MED0812,Vaseline Intensive Care Advanced Repair Lotion,Lotion,Topical,Supply,14.91,SUP015,No,Room Temperature
MED0813,Perfect Baby 3In1 300Ml Shampoo,Shampoo,Personal Care,Supply,7.28,SUP001,No,Room Temperature
MED0814,Delia Cosmetics Anti-Wrinkle Firming,Cream,Topical,Supply,28.81,SUP011,No,Cool & Dry
MED0815,Skin Line Ip-Vit C20,Cream,Topical,Supply,24.16,SUP002,Yes,Room Temperature
MED0816,Rejuvenating %10 My Aha,Cream,Topical,Supply,11.64,SUP013,No,Cool & Dry
MED0817,Alles 600Mg,Tablet,Oral Solid,Drug,15.85,SUP015,Yes,Refrigerated
MED0818,Prednisolone - Darnitsa 5Mg,Tablet,Oral Solid,Drug,2.31,SUP005,No,Room Temperature
MED0819,Sinerdol 300Mg,Capsule,Oral Solid,Drug,15.28,SUP012,No,Room Temperature
MED0820,Derma Line Ip-Intensive Whitening Normal &Sensitive Skin,Cream,Topical,Supply,29.09,SUP005,Yes,Cool & Dry
MED0821,Cefex-500,Capsule,Oral Solid,Drug,16.51,SUP012,No,Refrigerated
MED0822,Pmol Fizz,Tablet,Oral Solid,Drug,8.64,SUP008,No,Refrigerated
MED0823,Fructo Ve Gricar 14 Sticks,Sachet,Oral Solid,Drug,13.78,SUP004,No,Room Temperature
MED0824,Co-Codamol 8Mg/500Mg Bristol,Tablet,Oral Solid,Drug,16.68,SUP013,No,Room Temperature
MED0825,Pylokit,Capsule,Oral Solid,Drug,19.65,SUP005,No,Room Temperature
MED0826,Virasorb,Cream,Topical,Drug,21.33,SUP001,Yes,Room Temperature
MED0827,Erythromycin,Gel,Topical,Drug,4.37,SUP011,No,Cool & Dry
MED0828,Zitoget 500Mg,Tablet,Oral Solid,Drug,10.79,SUP005,No,Cool & Dry
MED0829,Zinc 60Tab,Tablet,Oral Solid,Drug,12.42,SUP014,Yes,Refrigerated
MED0830,Imavir Eye Ointment,Eye Ointment,Ophthalmic,Drug,31.48,SUP004,No,Cool & Dry
MED0831,Glow Max 30 Cap,Capsule,Oral Solid,Supply,17.67,SUP004,No,Room Temperature
MED0832,Apmox-500,Capsule,Oral Solid,Drug,9.65,SUP012,No,Cool & Dry
MED0833,Furaflu,Tablet,Oral Solid,Drug,11.23,SUP008,No,Cool & Dry
MED0834,Axen 500Mg,Tablet,Oral Solid,Drug,9.95,SUP013,Yes,Cool & Dry
MED0835,Ginsavit,Capsule,Oral Solid,Drug,14.87,SUP001,No,Room Temperature
MED0836,Bn - Fibre Plus Colon Cleanse 60 Cap,Capsule,Oral Solid,Drug,9.08,SUP011,No,Room Temperature
MED0837,Red Rings Starwabery 100Ml,Gel,Topical,Drug,27.23,SUP001,Yes,Cool & Dry
MED0838,San Vitamin D3 30 Cap,Capsule,Oral Solid,Drug,4.36,SUP014,Yes,Refrigerated
MED0839,Deha -25 Mg 90Cap,Capsule,Oral Solid,Drug,10.19,SUP010,No,Cool & Dry
MED0840,Panthophil,Lotion,Topical,Supply,38.86,SUP014,No,Refrigerated
MED0841,Vaseline Intensive Care Cocoa Radiant Lotion,Lotion,Topical,Supply,15.53,SUP014,Yes,Room Temperature
MED0842,Trisa Complete Care Toothpaste 75Ml,Toothpaste,Personal Care,Supply,21.4,SUP007,No,Room Temperature
MED0843,My Stop Damage Shampoo,Shampoo,Personal Care,Supply,20.2,SUP009,Yes,Room Temperature
MED0844,Movilib 200Mg,Capsule,Oral Solid,Drug,17.26,SUP012,No,Refrigerated
MED0845,Awanex 20,Capsule,Oral Solid,Drug,17.27,SUP008,No,Room Temperature
MED0846,Bisacodyl 5Mg,Tablet,Oral Solid,Drug,17.4,SUP013,No,Room Temperature
MED0847,Estrofem  2 Mg,Tablet,Oral Solid,Drug,8.53,SUP004,No,Room Temperature
MED0848,Anivagene Shampoo For Dandruff 200Ml,Shampoo,Personal Care,Supply,10.87,SUP012,No,Refrigerated
MED0849,Multivitamin Yummi-Yummi 150Pisc,Lozenge,Oral Solid,Supply,14.8,SUP014,Yes,Room Temperature
MED0850,Evolac Premature,Milk Formula,Oral Liquid,Supply,14.15,SUP012,No,Room Temperature
MED0851,Mera Anti-Spot,Cream,Topical,Supply,35.28,SUP001,No,Cool & Dry
MED0852,Lulican Cream 30Gm,Cream,Topical,Drug,4.33,SUP005,No,Refrigerated
MED0853,Lamicon Terbinafine 0.25G,Tablet,Oral Solid,Drug,2.77,SUP006,No,Room Temperature
MED0854,Alban Plaster 10*10 Cm,Patch,Transdermal,Supply,40.25,SUP002,No,Refrigerated
MED0855,Picam Gel,Gel,Topical,Drug,37.07,SUP010,No,Refrigerated
MED0856,Acteday 35Mg,Tablet,Oral Solid,Drug,19.95,SUP006,No,Refrigerated
MED0857,Ketomag 100Mg,Suppository,Suppository,Supply,15.95,SUP008,No,Cool & Dry
MED0858,Primalac 1,Milk Formula,Oral Liquid,Supply,8.94,SUP014,No,Refrigerated
MED0859,Crisplus 120Mg,Capsule,Oral Solid,Supply,3.32,SUP008,No,Room Temperature
MED0860,Wuta Kamille Hand,Cream,Topical,Supply,26.45,SUP009,No,Refrigerated
MED0861,Perfecta Elixir Multi-Collagen  Under Eye Cream,Cream,Topical,Supply,35.29,SUP003,No,Refrigerated
MED0862,Fediquin  4% 30G,Cream,Topical,Drug,19.42,SUP006,No,Refrigerated
MED0863,Clindacid - T 30Ml,Solution,Oral Liquid,Drug,13.1,SUP011,No,Room Temperature
MED0864,Viacal-D3 Ams,Capsule,Oral Solid,Drug,18.21,SUP015,No,Room Temperature
MED0865,Metoclopramide Injection P,Injection,Injectable,Drug,13.22,SUP006,No,Room Temperature
MED0866,Sanoxon  1G  Iv,Injection,Injectable,Drug,65.73,SUP012,Yes,Room Temperature
MED0867,Orly 120 Mg 30 Cap,Capsule,Oral Solid,Drug,6.93,SUP009,Yes,Cool & Dry
MED0868,Biotell Shampoo Simple,Shampoo,Personal Care,Drug,12.5,SUP009,No,Cool & Dry
MED0869,Bioderma Sebium Gel Gommant,Gel,Topical,Supply,8.39,SUP003,No,Room Temperature
MED0870,Rennie,Tablet,Oral Solid,Drug,11.33,SUP006,Yes,Refrigerated
MED0871,Otosan Gola Throat Spray Forte,Spray,Respiratory,Drug,26.11,SUP012,No,Room Temperature
MED0872,Repoxol 500Mg+500Mg,Tablet,Oral Solid,Drug,16.16,SUP011,No,Cool & Dry
MED0873,Adva-Zinc50Mg,Tablet,Oral Solid,Drug,4.64,SUP006,Yes,Cool & Dry
MED0874,Samarin-18,Sachet,Oral Solid,Supply,2.96,SUP007,Yes,Refrigerated
MED0875,Brilinta 90Mg,Tablet,Oral Solid,Drug,17.61,SUP003,No,Refrigerated
MED0876,Travazol 15G,Cream,Topical,Drug,25.93,SUP010,No,Refrigerated
MED0877,Megamox 625 Mg  Jpi,Tablet,Oral Solid,Drug,5.96,SUP007,Yes,Refrigerated
MED0878,Indicardin 40,Tablet,Oral Solid,Drug,18.39,SUP006,Yes,Cool & Dry
MED0879,Mondes 5/10Mg,Tablet,Oral Solid,Drug,4.15,SUP008,No,Room Temperature
MED0880,Dewax,Ear Drop,Ear,Drug,11.92,SUP006,No,Cool & Dry
MED0881,Betaci-C Drop Aci,Drop,Oral Liquid,Drug,6.06,SUP013,No,Room Temperature
MED0882,Budenase Aq 64Mcg,Spray,Respiratory,Drug,16.17,SUP005,Yes,Room Temperature
MED0883,Strong Cough 150Ml,Syrup,Oral Liquid,Drug,2.15,SUP003,No,Room Temperature
MED0884,Candid V-1,Tablet,Oral Solid,Drug,16.39,SUP014,No,Room Temperature
MED0885,Allopurinol 100Mg,Tablet,Oral Solid,Drug,18.17,SUP011,Yes,Refrigerated
MED0886,Myogesic,Tablet,Oral Solid,Drug,14.04,SUP013,No,Room Temperature
MED0887,Blopress 8Mg,Tablet,Oral Solid,Drug,4.42,SUP015,Yes,Room Temperature
MED0888,Debant,Patch,Transdermal,Supply,32.67,SUP008,No,Cool & Dry
MED0889,Secnidox 500Mg,Tablet,Oral Solid,Drug,7.89,SUP011,No,Room Temperature
MED0890,Neo Healar,Suppository,Suppository,Drug,13.4,SUP009,No,Refrigerated
MED0891,Fennolact,Tablet,Oral Solid,Drug,13.32,SUP007,No,Room Temperature
MED0892,Folidide Bioactivet,Tablet,Oral Solid,Drug,9.35,SUP006,Yes,Room Temperature
MED0893,Navidoxine,Tablet,Oral Solid,Drug,6.13,SUP007,Yes,Cool & Dry
MED0894,Ultra Folic Plus,Tablet,Oral Solid,Drug,17.14,SUP002,No,Room Temperature
MED0895,Lrp Anthelis Xl Spf 50 Tinted Dry Gel,Gel,Topical,Supply,10.37,SUP010,No,Refrigerated
MED0896,Nitrotoin 50Mg Tab,Tablet,Oral Solid,Drug,8.62,SUP005,Yes,Cool & Dry
MED0897,Genuine Male Sperm Active,Capsule,Oral Solid,Drug,10.44,SUP015,No,Room Temperature
MED0898,Pregna Health 30Tab,Tablet,Oral Solid,Drug,5.89,SUP003,Yes,Refrigerated
MED0899,Xarelto 20Mg Turkey,Tablet,Oral Solid,Drug,12.08,SUP006,Yes,Refrigerated
MED0900,Arcoxia 60Mg,Tablet,Oral Solid,Drug,12.13,SUP015,No,Room Temperature
MED0901,Norgesic Meda,Tablet,Oral Solid,Drug,19.86,SUP006,No,Cool & Dry
MED0902,Signal +6 Tooth Paste,Toothpaste,Personal Care,Supply,10.27,SUP011,No,Room Temperature
MED0903,Coamox--Mepha 1000,Tablet,Oral Solid,Drug,19.59,SUP008,No,Refrigerated
MED0904,Erycytol Depot 1Mg/Ml Amp,Injection,Injectable,Drug,56.08,SUP008,Yes,Room Temperature
MED0905,Vichy Narmaderm Phytosolution 200Ml,Gel,Topical,Supply,13.16,SUP013,No,Cool & Dry
MED0906,Ferroway  200Ml,Syrup,Oral Liquid,Drug,11.05,SUP009,Yes,Room Temperature
MED0907,Erythromycin 2% Gel Al- Gadeed,Gel,Topical,Drug,28.37,SUP014,Yes,Room Temperature
MED0908,D-Day Long Vitamin D3,Capsule,Oral Solid,Drug,15.28,SUP011,No,Room Temperature
MED0909,Merolab 1Gm I.V,Injection,Injectable,Drug,13.43,SUP003,Yes,Room Temperature
MED0910,Curemed Disposable Infusion Set,Injection,Injectable,Supply,52.45,SUP015,No,Room Temperature
MED0911,Gabapentin 300Mg Capsule,Capsule,Oral Solid,Drug,10.69,SUP001,No,Cool & Dry
MED0912,Jey Cream,Cream,Topical,Supply,36.45,SUP006,No,Room Temperature
MED0913,Liponeer 20Mg,Tablet,Oral Solid,Drug,6.79,SUP009,No,Refrigerated
MED0914,Trisa Complete Care Advanced Formula Mouth Wash,Mouthwash,Personal Care,Supply,24.37,SUP015,No,Room Temperature
MED0915,Nanogen Shampoo For Men 240Ml,Shampoo,Personal Care,Supply,19,SUP014,Yes,Cool & Dry
MED0916,Bactiflox Neo 750Mg,Tablet,Oral Solid,Drug,8.02,SUP011,Yes,Room Temperature
MED0917,Cetamyl 1000Mg 10Tabs,Tablet,Oral Solid,Drug,13.28,SUP003,No,Refrigerated
MED0918,Vermox 100Mg,Tablet,Oral Solid,Drug,12.99,SUP010,No,Room Temperature
MED0919,Tktx 35%,Ointment,Topical,Supply,28.08,SUP006,No,Room Temperature
MED0920,Zeta-Cort 15G,Cream,Topical,Drug,29.67,SUP009,Yes,Refrigerated
MED0921,Ams Omega-3 1000Mg,Capsule,Oral Solid,Drug,13.69,SUP011,No,Room Temperature
MED0922,Minoxidil Spary 5% Turkey,Spray,Respiratory,Drug,34.83,SUP014,Yes,Refrigerated
MED0923,Vitamin C 500Mg Advalife,Capsule,Oral Solid,Drug,13.12,SUP012,Yes,Cool & Dry
MED0924,Dermoran Ointment,Ointment,Topical,Supply,36.43,SUP003,Yes,Cool & Dry
MED0925,Vital Cure,Tablet,Oral Solid,Drug,13.46,SUP014,Yes,Refrigerated
MED0926,Arden  Vitamin C 20  / 30 Gr,Cream,Topical,Supply,14.43,SUP013,No,Cool & Dry
MED0927,Topicrem Ac Purifing & Cleansing Gel,Gel,Topical,Supply,19.31,SUP010,Yes,Cool & Dry
MED0928,Prosta-Tab Pr 0.4Mg,Tablet,Oral Solid,Drug,12.22,SUP003,No,Room Temperature
MED0929,Prolis 30Ml/Spray,Spray,Respiratory,Supply,31.44,SUP014,No,Room Temperature
MED0930,Bonnisan,Drop,Oral Liquid,Drug,3.44,SUP013,Yes,Refrigerated
MED0931,Isoplan 20Mg 30 Soft Capsules,Capsule,Oral Solid,Drug,6.96,SUP004,No,Cool & Dry
MED0932,Ramoclav 625 Mg 10Tab,Tablet,Oral Solid,Drug,15.33,SUP014,No,Room Temperature
MED0933,Metronix 500Mg 20Tab,Tablet,Oral Solid,Drug,4.75,SUP012,Yes,Refrigerated
MED0934,Galvusmet 50/1000Mg Original,Tablet,Oral Solid,Drug,3.94,SUP007,Yes,Room Temperature
MED0935,Colevit D3 25000 Iu   15Cap,Capsule,Oral Solid,Drug,11.48,SUP002,No,Room Temperature
MED0936,Brufen   400Mg (Abbott),Tablet,Oral Solid,Drug,19.47,SUP014,No,Refrigerated
MED0937,Sentry Materna 30 Tab 21 Century,Tablet,Oral Solid,Drug,11.32,SUP007,No,Refrigerated
MED0938,Oramax 150Mg,Capsule,Oral Solid,Drug,18.4,SUP015,No,Room Temperature
MED0939,Neuritis Injection For Im,Injection,Injectable,Drug,68.13,SUP002,No,Refrigerated
MED0940,Wales Hand Sanitizer Sea Breeze,Gel,Topical,Supply,12.51,SUP009,No,Room Temperature
MED0941,Vitamin D 10000 Iu,Tablet,Oral Solid,Drug,16.76,SUP009,Yes,Refrigerated
MED0942,Blopress 16Mg,Tablet,Oral Solid,Drug,10.41,SUP001,No,Cool & Dry
MED0943,Digoxin 125Mcg,Tablet,Oral Solid,Drug,16.42,SUP009,Yes,Cool & Dry
MED0944,Mae Tangy Orange Flavour 7Day Pack 21*3G Sachets,Sachet,Oral Solid,Drug,15.31,SUP002,No,Room Temperature
MED0945,E 400 I.U,Capsule,Oral Solid,Drug,7.77,SUP010,No,Refrigerated
MED0946,Selenium 200Mcg  60Cap,Capsule,Oral Solid,Supply,3.63,SUP001,Yes,Room Temperature
MED0947,Fertiplus Female,Capsule,Oral Solid,Drug,19.31,SUP005,No,Refrigerated
MED0948,Oh Yes!,Cream,Topical,Drug,8.21,SUP015,Yes,Cool & Dry
MED0949,Zinoximor 500Mg,Tablet,Oral Solid,Drug,19.38,SUP009,No,Room Temperature
MED0950,Sure Cure,Gel,Topical,Drug,34.83,SUP011,No,Room Temperature
MED0951,Panadol Cold & Flu Night,Tablet,Oral Solid,Drug,14.9,SUP003,No,Room Temperature
MED0952,My Anti Acne Gel,Gel,Topical,Supply,39.26,SUP012,No,Cool & Dry
MED0953,Doxy-Denk  100,Tablet,Oral Solid,Drug,19.39,SUP004,Yes,Cool & Dry
MED0954,Z+20Mg Zinc,Tablet,Oral Solid,Drug,16.38,SUP011,Yes,Room Temperature
MED0955,Inoself  30 Satchet,Sachet,Oral Solid,Drug,8.27,SUP012,No,Cool & Dry
MED0956,Cicasilver,Spray,Respiratory,Drug,33.3,SUP013,No,Cool & Dry
MED0957,Carvidilol 6.25 Mg Tab,Tablet,Oral Solid,Drug,1.76,SUP006,No,Room Temperature
MED0958,Amoxicillin Atb  500Mg,Capsule,Oral Solid,Drug,11.43,SUP008,No,Room Temperature
MED0959,Hair Skin & Nail,Tablet,Oral Solid,Drug,9.91,SUP002,No,Room Temperature
MED0960,Dr.Lauranne Helio-C Media Protezione Cream,Cream,Topical,Supply,27.89,SUP006,No,Room Temperature
MED0961,Pulmicort 0.5Mg/Ml,Solution,Oral Liquid,Drug,12.76,SUP012,No,Refrigerated
MED0962,Kenalog In Orabase,Gel,Topical,Drug,24.63,SUP014,No,Room Temperature
MED0963,B-Cor 10,Tablet,Oral Solid,Drug,16.71,SUP013,No,Cool & Dry
MED0964,Awalodipin 10Mg,Tablet,Oral Solid,Drug,18.9,SUP006,Yes,Room Temperature
MED0965,Similac Gold 1,Milk Formula,Oral Liquid,Drug,3.73,SUP009,Yes,Cool & Dry
MED0966,Ovaprost 400Mg 15 Rectal & Vagnal Supp,Suppository,Suppository,Drug,7.74,SUP015,No,Room Temperature
MED0967,Diprosalic,Ointment,Topical,Drug,3.93,SUP007,No,Refrigerated
MED0968,Folic Acid Kochard,Tablet,Oral Solid,Drug,17.86,SUP009,No,Refrigerated
MED0969,Nystacort Cream,Cream,Topical,Drug,23.77,SUP011,Yes,Refrigerated
MED0970,Diflucan 150Mg,Capsule,Oral Solid,Drug,18.43,SUP014,Yes,Room Temperature
MED0971,Fixef 400Mg,Tablet,Oral Solid,Drug,5.6,SUP007,Yes,Room Temperature
MED0972,Mycoyat Vaginal Cream,Suppository,Suppository,Drug,5.01,SUP004,Yes,Cool & Dry
MED0973,Amlodipine 5Mg Actavis,Tablet,Oral Solid,Drug,16.74,SUP010,Yes,Room Temperature
MED0974,Sulprim Forte 10 Tab,Tablet,Oral Solid,Drug,18.32,SUP006,No,Room Temperature
MED0975,D3Plan 5000 Iu,Capsule,Oral Solid,Drug,7.09,SUP012,No,Cool & Dry
MED0976,Sunsafe Men Spf 40,Cream,Topical,Supply,18.11,SUP007,Yes,Cool & Dry
MED0977,Liv-52,Tablet,Oral Solid,Drug,4.09,SUP012,Yes,Room Temperature
MED0978,Kombiglyze Xr 2.5/1000Mg,Tablet,Oral Solid,Drug,19.01,SUP013,No,Refrigerated
MED0979,Fost Print Plus,Solution,Oral Liquid,Drug,6.87,SUP002,No,Refrigerated
MED0980,Novaten  25Mg,Tablet,Oral Solid,Drug,10.61,SUP004,No,Room Temperature
MED0981,A-Z Vitamin,Tablet,Oral Solid,Drug,3.3,SUP011,No,Room Temperature
MED0982,Calcium/Vit D 600Mg/400Iu,Capsule,Oral Solid,Drug,17.91,SUP011,No,Refrigerated
MED0983,Noreva Exfoliac Spf 50 Uv Blocker,Cream,Topical,Supply,8.02,SUP008,Yes,Room Temperature
MED0984,Radic Med Anti Hair Loss 300Ml,Shampoo,Personal Care,Supply,14.7,SUP003,No,Cool & Dry
MED0985,Radic Med  Anti Hair Loss Ampoule Treatment For Women,Injection,Injectable,Supply,56.93,SUP014,No,Room Temperature
MED0986,Apmox-250,Capsule,Oral Solid,Drug,15.25,SUP012,No,Cool & Dry
MED0987,Lido Plus,Spray,Respiratory,Supply,38.27,SUP015,No,Refrigerated
MED0988,Lipikar Baume Ap+ M,Cream,Topical,Supply,18.51,SUP013,No,Room Temperature
MED0989,Azithro-Denk 250 Mg,Tablet,Oral Solid,Drug,15.23,SUP004,No,Room Temperature
MED0990,Candio *,Ear Drop,Ear,Drug,7.32,SUP012,Yes,Refrigerated
MED0991,Mupirocin Cream Usp 2%,Cream,Topical,Drug,18.35,SUP001,No,Cool & Dry
MED0992,Vichy Dercos Densi-Solution 250Ml,Shampoo,Personal Care,Supply,4.77,SUP015,No,Refrigerated
MED0993,Fusibact Oint 15Gm,Ointment,Topical,Drug,21.11,SUP013,No,Room Temperature
MED0994,Amoxicillin  Bp  250Mg,Capsule,Oral Solid,Drug,9.05,SUP009,No,Room Temperature
MED0995,Uriage Hyseac Gel Nettoyant  150Ml,Gel,Topical,Supply,38.21,SUP013,No,Cool & Dry
MED0996,Aciclovir 200 Mg,Tablet,Oral Solid,Drug,2.11,SUP002,Yes,Cool & Dry
MED0997,Elica Ointment,Ointment,Topical,Drug,16.71,SUP008,Yes,Cool & Dry
MED0998,Ulciguard Gel 10G,Gel,Topical,Supply,19.41,SUP003,No,Room Temperature
MED0999,Otosan Nasal Wash Powder,Powder,Dermatology,Drug,24.01,SUP015,Yes,Cool & Dry
MED1000,Gupisone 20,Tablet,Oral Solid,Drug,17.33,SUP002,No,Room Temperature
MED1001,Babe New Nuevo Spf 50 Dry Skin,Cream,Topical,Supply,6.68,SUP012,Yes,Cool & Dry
MED1002,Nutraflex Gel 150Ml,Gel,Topical,Drug,28.37,SUP005,No,Room Temperature
MED1003,Gentle Iron 28Mg,Tablet,Oral Solid,Drug,11.57,SUP004,Yes,Refrigerated
MED1004,Zithrokan 500Mg,Tablet,Oral Solid,Drug,19.59,SUP013,Yes,Room Temperature
MED1005,Euthyrox 100Mcg,Tablet,Oral Solid,Drug,8.14,SUP007,No,Cool & Dry
MED1006,Sun 50+ Fluid Invisible  50Ml,Cream,Topical,Supply,17.73,SUP005,Yes,Cool & Dry
MED1007,Ecrinal Anp 2+ Shampoo For Women,Shampoo,Personal Care,Supply,7.31,SUP014,No,Refrigerated
MED1008,Proctoheal Oint,Ointment,Topical,Drug,7.52,SUP004,No,Room Temperature
MED1009,Derma Safee Urea 20%,Gel,Topical,Supply,34.38,SUP009,No,Room Temperature
MED1010,Avene Sunblock Cream For Dry Sensitive Skin Spf50,Cream,Topical,Supply,19.82,SUP011,Yes,Cool & Dry
MED1011,Doxepin 25 30Cap Razak Laboratories,Capsule,Oral Solid,Drug,13.76,SUP002,No,Cool & Dry
MED1012,Ketoconazole 2%  B5,Shampoo,Personal Care,Supply,19.97,SUP014,No,Room Temperature
MED1013,Ip-Urea 10%Skin Lab,Cream,Topical,Supply,25.09,SUP004,No,Room Temperature
MED1014,Dolomark 20 Tab Cold Flu,Tablet,Oral Solid,Drug,1.9,SUP001,Yes,Room Temperature
MED1015,Kin Oro Cleaning,Tablet,Oral Solid,Supply,16.06,SUP001,No,Room Temperature
MED1016,Ectros 30G,Ointment,Topical,Drug,12.01,SUP001,No,Room Temperature
MED1017,Multivitamin 60 Tab Oxford,Tablet,Oral Solid,Drug,3.83,SUP005,No,Room Temperature
MED1018,Cipro 500Mg 14Tab,Tablet,Oral Solid,Drug,11.94,SUP002,No,Cool & Dry
MED1019,Kenda Kids Strawberry Milk 3-10 Ages,Milk Formula,Oral Liquid,Supply,3.1,SUP004,Yes,Room Temperature
MED1020,Tunolol 0.50% Eye Drops 5Ml,Eye Drop,Ophthalmic,Drug,28.66,SUP003,No,Room Temperature
MED1021,Cyproheptadine 4Mg 20Tab,Tablet,Oral Solid,Drug,5.33,SUP014,No,Room Temperature
MED1022,Alpecin A1 Shampoo,Shampoo,Personal Care,Supply,8.05,SUP013,No,Refrigerated
MED1023,Kendalife Strawberry 8Sachet,Sachet,Oral Solid,Supply,17.59,SUP011,Yes,Room Temperature
MED1024,Bisoprolol 2.5 Mg Film-Coated,Tablet,Oral Solid,Drug,7.58,SUP002,No,Room Temperature
MED1025,Scar Esthetique 10G,Cream,Topical,Supply,8.46,SUP002,No,Room Temperature
MED1026,Mandanol Paracetamol 500Mg 16 Tab,Tablet,Oral Solid,Drug,18.16,SUP005,Yes,Room Temperature
MED1027,Relaxen Day Non Drowsy,Capsule,Oral Solid,Drug,1.55,SUP008,No,Room Temperature
MED1028,Vita Vit -Health Cap,Capsule,Oral Solid,Drug,17.38,SUP002,No,Refrigerated
MED1029,Hyfresh,Eye Drop,Ophthalmic,Drug,11.91,SUP007,No,Cool & Dry
MED1030,Neutop 50Mg,Tablet,Oral Solid,Drug,3.9,SUP006,Yes,Room Temperature
MED1031,Finestup 5Mg 28 Tab Kleva,Tablet,Oral Solid,Drug,6.14,SUP011,No,Refrigerated
MED1032,Disalart 5Mg,Tablet,Oral Solid,Drug,4.73,SUP007,Yes,Room Temperature
MED1033,Zaraxin 500Mg,Tablet,Oral Solid,Drug,13.73,SUP001,Yes,Cool & Dry
MED1034,Fitting Insertion  (Jaguar Power),Suppository,Suppository,Drug,4.41,SUP012,No,Refrigerated
MED1035,Arnica 30% Gicar 75Ml,Cream,Topical,Supply,3.55,SUP010,Yes,Room Temperature
MED1036,Actinac Plus+,Tablet,Oral Solid,Drug,16.11,SUP005,Yes,Refrigerated
MED1037,Losar-Denk 50Mg 28Tab,Tablet,Oral Solid,Drug,5.9,SUP006,No,Room Temperature
MED1038,Itraconazole Awa 100,Capsule,Oral Solid,Drug,7.49,SUP007,No,Room Temperature
MED1039,Methadin 10Ml,Drop,Oral Liquid,Drug,4.79,SUP006,Yes,Cool & Dry
MED1040,Fluor-Kin Anticaries,Toothpaste,Personal Care,Supply,3.47,SUP004,No,Refrigerated
MED1041,My A-Rbutin Lightening,Cream,Topical,Supply,30.44,SUP005,Yes,Room Temperature
MED1042,Calpol Infant Gel,Sachet,Oral Solid,Drug,11.23,SUP007,Yes,Refrigerated
MED1043,Atacand 16 Mg,Tablet,Oral Solid,Drug,15.29,SUP010,No,Cool & Dry
MED1044,Aquasoft Max Ajanta,Cream,Topical,Supply,20.62,SUP010,Yes,Cool & Dry
MED1045,Xylocane 5% El,Gel,Topical,Drug,31.79,SUP015,Yes,Cool & Dry
MED1046,Enox 4000 Anti-Xa Iu/0.4Ml,Injection,Injectable,Drug,45.93,SUP008,No,Cool & Dry
MED1047,Diabex 30 Tab,Tablet,Oral Solid,Drug,3.52,SUP011,Yes,Room Temperature
MED1048,Tearlose Artificial Tears 10Ml,Drop,Oral Liquid,Supply,10.06,SUP010,Yes,Refrigerated
MED1049,Mega 3,Capsule,Oral Solid,Drug,18.99,SUP010,Yes,Cool & Dry
MED1050,Immuni Boost Tab Ultra Pure,Tablet,Oral Solid,Drug,2.3,SUP001,No,Room Temperature
MED1051,Delor 5Mg Zada,Tablet,Oral Solid,Drug,15.99,SUP011,Yes,Refrigerated
MED1052,Atorvast 20Mg,Tablet,Oral Solid,Drug,17.54,SUP008,Yes,Refrigerated
MED1053,Concor Cor 2.5Mg,Tablet,Oral Solid,Drug,11.15,SUP001,No,Room Temperature
MED1054,Deanxit,Tablet,Oral Solid,Drug,9.97,SUP008,Yes,Cool & Dry
MED1055,Kamagra 50Mg Oral Jelly,Gel,Topical,Drug,38.67,SUP006,Yes,Room Temperature
MED1056,Piyloseptyl Syrup,Syrup,Oral Liquid,Drug,2.97,SUP006,No,Room Temperature
MED1057,Elica Cream  30G,Cream,Topical,Drug,20.72,SUP001,Yes,Room Temperature
