InventoryID,MedicineID,MedicineName,CurrentStock,ReorderPoint,MaxStock,StockStatus,LastRestockDate,ExpiryDate,UnitCost
INV0836,MED0836,Bn - Fibre Plus Colon Cleanse 60 Cap,171,21,630,High,2026-07-07,2027-10-30,5.75
INV0837,MED0837,Red Rings Starwabery 100Ml,245,36,828,High,2026-07-07,2028-04-17,16.89
INV0838,MED0838,San Vitamin D3 30 Cap,275,45,947,High,2026-07-07,2027-01-09,3.04
INV0839,MED0839,Deha -25 Mg 90Cap,107,30,562,High,2026-07-07,2027-12-30,6.8
INV0840,MED0840,Panthophil,16,45,698,Low,2026-07-07,2027-01-02,24.29
INV0841,MED0841,Vaseline Intensive Care Cocoa Radiant Lotion,388,23,984,High,2026-07-07,2027-10-03,8.99
INV0842,MED0842,Trisa Complete Care Toothpaste 75Ml,422,41,423,High,2026-07-07,2027-06-13,12.13
INV0843,MED0843,My Stop Damage Shampoo,178,30,847,High,2026-07-07,2026-10-11,11.26
INV0844,MED0844,Movilib 200Mg,442,44,525,High,2026-07-07,2026-10-20,10.78
INV0845,MED0845,Awanex 20,473,21,566,High,2026-07-07,2026-11-26,9.87
INV0846,MED0846,Bisacodyl 5Mg,57,36,689,Normal,2026-07-07,2027-04-25,11.4
INV0847,MED0847,Estrofem  2 Mg,355,48,956,High,2026-07-07,2028-06-28,5.01
INV0848,MED0848,Anivagene Shampoo For Dandruff 200Ml,150,42,486,High,2026-07-07,2026-08-28,6.47
INV0849,MED0849,Multivitamin Yummi-Yummi 150Pisc,169,31,721,High,2026-07-07,2027-03-04,9.49
INV0850,MED0850,Evolac Premature,63,22,518,Normal,2026-07-07,2028-01-16,7.94
INV0851,MED0851,Mera Anti-Spot,464,35,252,High,2026-07-07,2028-06-04,23.31
INV0852,MED0852,Lulican Cream 30Gm,369,23,970,High,2026-07-07,2028-05-31,2.49
INV0853,MED0853,Lamicon Terbinafine 0.25G,126,40,530,High,2026-07-07,2027-11-12,1.92
INV0854,MED0854,Alban Plaster 10*10 Cm,111,32,748,High,2026-07-07,2028-01-01,28.91
INV0855,MED0855,Picam Gel,68,30,842,Normal,2026-07-07,2027-12-02,25.12
INV0856,MED0856,Acteday 35Mg,429,49,995,High,2026-07-07,2027-06-14,12.78
INV0857,MED0857,Ketomag 100Mg,48,43,238,Normal,2026-07-07,2026-09-12,10.35
INV0858,MED0858,Primalac 1,234,48,661,High,2026-07-07,2026-07-18,5.86
INV0859,MED0859,Crisplus 120Mg,285,21,345,High,2026-07-07,2027-07-05,1.96
INV0860,MED0860,Wuta Kamille Hand,164,45,996,High,2026-07-07,2028-01-29,17.37
INV0861,MED0861,Perfecta Elixir Multi-Collagen  Under Eye Cream,192,33,724,High,2026-07-07,2027-03-05,21.16
INV0862,MED0862,Fediquin  4% 30G,220,35,788,High,2026-07-07,2026-11-29,13.36
INV0863,MED0863,Clindacid - T 30Ml,22,49,979,Low,2026-07-07,2027-07-12,9.41
INV0864,MED0864,Viacal-D3 Ams,429,44,633,High,2026-07-07,2026-11-03,12.26
INV0865,MED0865,Metoclopramide Injection P,228,50,505,High,2026-07-07,2027-08-21,9.1
INV0866,MED0866,Sanoxon  1G  Iv,43,33,423,Normal,2026-07-07,2026-07-27,46.63
INV0867,MED0867,Orly 120 Mg 30 Cap,323,30,691,High,2026-07-07,2027-05-05,4.07
INV0868,MED0868,Biotell Shampoo Simple,265,36,877,High,2026-07-07,2028-04-05,7.32
INV0869,MED0869,Bioderma Sebium Gel Gommant,70,31,796,Normal,2026-07-07,2027-11-07,5.96
INV0870,MED0870,Rennie,197,34,923,High,2026-07-07,2028-01-20,8.0
INV0871,MED0871,Otosan Gola Throat Spray Forte,317,49,920,High,2026-07-07,2027-11-11,17.33
INV0872,MED0872,Repoxol 500Mg+500Mg,349,34,439,High,2026-07-07,2027-12-12,9.17
INV0873,MED0873,Adva-Zinc50Mg,211,50,772,High,2026-07-07,2027-09-02,3.16
INV0874,MED0874,Samarin-18,116,42,238,Normal,2026-07-07,2027-02-11,1.7
INV0875,MED0875,Brilinta 90Mg,434,22,539,High,2026-07-07,2027-12-30,11.36
INV0876,MED0876,Travazol 15G,481,42,877,High,2026-07-07,2026-08-11,15.6
INV0877,MED0877,Megamox 625 Mg  Jpi,93,46,432,Normal,2026-07-07,2027-12-19,3.51
INV0878,MED0878,Indicardin 40,163,22,584,High,2026-07-07,2027-11-19,12.79
INV0879,MED0879,Mondes 5/10Mg,387,31,270,High,2026-07-07,2027-11-18,2.67
INV0880,MED0880,Dewax,330,43,460,High,2026-07-07,2028-06-13,7.65
INV0881,MED0881,Betaci-C Drop Aci,308,33,598,High,2026-07-07,2026-09-21,3.36
INV0882,MED0882,Budenase Aq 64Mcg,248,49,412,High,2026-07-07,2026-07-08,9.72
INV0883,MED0883,Strong Cough 150Ml,416,32,682,High,2026-07-07,2026-09-06,1.44
INV0884,MED0884,Candid V-1,209,25,944,High,2026-07-07,2026-11-03,9.36
INV0885,MED0885,Allopurinol 100Mg,390,40,786,High,2026-07-07,2028-06-22,11.1
INV0886,MED0886,Myogesic,155,40,284,High,2026-07-07,2027-06-18,9.92
INV0887,MED0887,Blopress 8Mg,259,28,958,High,2026-07-07,2028-05-15,3.13
INV0888,MED0888,Debant,485,39,317,High,2026-07-07,2026-07-26,20.33
INV0889,MED0889,Secnidox 500Mg,236,20,544,High,2026-07-07,2027-10-24,4.36
INV0890,MED0890,Neo Healar,92,48,369,Normal,2026-07-07,2027-02-04,7.55
INV0891,MED0891,Fennolact,350,23,614,High,2026-07-07,2028-06-17,8.6
INV0892,MED0892,Folidide Bioactivet,46,40,493,Normal,2026-07-07,2028-06-10,6.56
INV0893,MED0893,Navidoxine,60,27,981,Normal,2026-07-07,2026-12-19,3.68
INV0894,MED0894,Ultra Folic Plus,150,41,691,High,2026-07-07,2028-04-20,10.55
INV0895,MED0895,Lrp Anthelis Xl Spf 50 Tinted Dry Gel,465,21,922,High,2026-07-07,2027-03-07,6.75
INV0896,MED0896,Nitrotoin 50Mg Tab,428,37,408,High,2026-07-07,2027-06-28,5.76
INV0897,MED0897,Genuine Male Sperm Active,425,34,494,High,2026-07-07,2027-04-20,5.79
INV0898,MED0898,Pregna Health 30Tab,75,38,936,Normal,2026-07-07,2026-10-05,4.1
INV0899,MED0899,Xarelto 20Mg Turkey,284,32,495,High,2026-07-07,2026-10-20,8.01
INV0900,MED0900,Arcoxia 60Mg,133,26,989,High,2026-07-07,2028-06-02,8.6
INV0901,MED0901,Norgesic Meda,425,24,634,High,2026-07-07,2028-06-23,14.17
INV0902,MED0902,Signal +6 Tooth Paste,334,31,967,High,2026-07-07,2026-10-27,5.7
INV0903,MED0903,Coamox--Mepha 1000,381,40,799,High,2026-07-07,2027-11-17,12.05
INV0904,MED0904,Erycytol Depot 1Mg/Ml Amp,429,25,319,High,2026-07-07,2027-12-28,36.16
INV0905,MED0905,Vichy Narmaderm Phytosolution 200Ml,106,33,586,High,2026-07-07,2027-03-24,8.25
INV0906,MED0906,Ferroway  200Ml,73,39,964,Normal,2026-07-07,2027-05-31,6.79
INV0907,MED0907,Erythromycin 2% Gel Al- Gadeed,222,33,645,High,2026-07-07,2028-03-27,20.2
INV0908,MED0908,D-Day Long Vitamin D3,10,24,520,Low,2026-07-07,2028-02-26,10.34
INV0909,MED0909,Merolab 1Gm I.V,478,27,484,High,2026-07-07,2027-07-19,7.78
INV0910,MED0910,Curemed Disposable Infusion Set,496,49,232,High,2026-07-07,2028-03-09,30.05
INV0911,MED0911,Gabapentin 300Mg Capsule,444,46,331,High,2026-07-07,2027-12-30,6.12
INV0912,MED0912,Jey Cream,367,27,475,High,2026-07-07,2028-05-13,23.85
INV0913,MED0913,Liponeer 20Mg,288,21,274,High,2026-07-07,2028-03-28,4.77
INV0914,MED0914,Trisa Complete Care Advanced Formula Mouth Wash,116,43,648,Normal,2026-07-07,2027-12-24,17.43
INV0915,MED0915,Nanogen Shampoo For Men 240Ml,293,27,631,High,2026-07-07,2026-10-28,12.03
INV0916,MED0916,Bactiflox Neo 750Mg,326,43,216,High,2026-07-07,2027-10-20,4.54
INV0917,MED0917,Cetamyl 1000Mg 10Tabs,452,34,829,High,2026-07-07,2026-11-24,7.47
INV0918,MED0918,Vermox 100Mg,86,40,511,Normal,2026-07-07,2027-04-28,7.75
INV0919,MED0919,Tktx 35%,216,23,480,High,2026-07-07,2027-10-01,16.85
INV0920,MED0920,Zeta-Cort 15G,325,25,416,High,2026-07-07,2028-05-19,17.56
INV0921,MED0921,Ams Omega-3 1000Mg,449,31,264,High,2026-07-07,2027-06-12,8.6
INV0922,MED0922,Minoxidil Spary 5% Turkey,445,32,569,High,2026-07-07,2027-03-22,21.73
INV0923,MED0923,Vitamin C 500Mg Advalife,167,24,585,High,2026-07-07,2028-01-27,9.03
INV0924,MED0924,Dermoran Ointment,66,37,592,Normal,2026-07-07,2028-05-05,21.56
INV0925,MED0925,Vital Cure,394,24,588,High,2026-07-07,2028-02-21,7.9
INV0926,MED0926,Arden  Vitamin C 20  / 30 Gr,300,38,968,High,2026-07-07,2027-07-07,8.81
INV0927,MED0927,Topicrem Ac Purifing & Cleansing Gel,473,40,590,High,2026-07-07,2028-02-11,13.55
INV0928,MED0928,Prosta-Tab Pr 0.4Mg,334,30,564,High,2026-07-07,2028-06-30,7.93
INV0929,MED0929,Prolis 30Ml/Spray,90,40,387,Normal,2026-07-07,2027-11-05,19.89
INV0930,MED0930,Bonnisan,234,32,469,High,2026-07-07,2026-11-09,2.37
INV0931,MED0931,Isoplan 20Mg 30 Soft Capsules,162,39,246,High,2026-07-07,2027-11-20,3.86
INV0932,MED0932,Ramoclav 625 Mg 10Tab,484,47,760,High,2026-07-07,2028-01-13,9.27
INV0933,MED0933,Metronix 500Mg 20Tab,101,43,542,Normal,2026-07-07,2027-02-28,2.89
INV0934,MED0934,Galvusmet 50/1000Mg Original,383,43,413,High,2026-07-07,2027-03-23,2.72
INV0935,MED0935,Colevit D3 25000 Iu   15Cap,410,50,477,High,2026-07-07,2028-01-22,7.84
INV0936,MED0936,Brufen   400Mg (Abbott),483,41,461,High,2026-07-07,2026-07-18,13.6
INV0937,MED0937,Sentry Materna 30 Tab 21 Century,214,35,344,High,2026-07-07,2027-09-12,6.57
INV0938,MED0938,Oramax 150Mg,476,37,434,High,2026-07-07,2028-04-18,11.91
INV0939,MED0939,Neuritis Injection For Im,163,35,973,High,2026-07-07,2027-07-02,40.27
INV0940,MED0940,Wales Hand Sanitizer Sea Breeze,129,22,458,High,2026-07-07,2028-06-11,8.85
INV0941,MED0941,Vitamin D 10000 Iu,151,32,948,High,2026-07-07,2027-08-23,11.32
INV0942,MED0942,Blopress 16Mg,52,31,903,Normal,2026-07-07,2027-06-30,6.58
INV0943,MED0943,Digoxin 125Mcg,307,46,402,High,2026-07-07,2027-08-18,9.45
INV0944,MED0944,Mae Tangy Orange Flavour 7Day Pack 21*3G Sachets,57,23,466,Normal,2026-07-07,2027-03-01,10.23
INV0945,MED0945,E 400 I.U,311,34,738,High,2026-07-07,2027-01-03,4.96
INV0946,MED0946,Selenium 200Mcg  60Cap,311,46,524,High,2026-07-07,2027-09-06,2.13
INV0947,MED0947,Fertiplus Female,78,47,904,Normal,2026-07-07,2027-11-10,10.65
INV0948,MED0948,Oh Yes!,17,38,529,Low,2026-07-07,2027-05-22,4.91
INV0949,MED0949,Zinoximor 500Mg,235,35,866,High,2026-07-07,2028-06-16,12.09
INV0950,MED0950,Sure Cure,58,36,398,Normal,2026-07-07,2026-07-16,19.46
INV0951,MED0951,Panadol Cold & Flu Night,280,45,582,High,2026-07-07,2027-09-03,9.47
INV0952,MED0952,My Anti Acne Gel,40,23,940,Normal,2026-07-07,2028-01-30,26.24
INV0953,MED0953,Doxy-Denk  100,255,50,449,High,2026-07-07,2028-05-20,10.95
INV0954,MED0954,Z+20Mg Zinc,115,38,286,High,2026-07-07,2027-03-16,9.91
INV0955,MED0955,Inoself  30 Satchet,490,22,456,High,2026-07-07,2027-03-01,4.87
INV0956,MED0956,Cicasilver,256,37,622,High,2026-07-07,2026-11-22,19.28
INV0957,MED0957,Carvidilol 6.25 Mg Tab,63,50,215,Normal,2026-07-07,2027-01-18,1.11
INV0958,MED0958,Amoxicillin Atb  500Mg,290,22,761,High,2026-07-07,2026-11-26,7.17
INV0959,MED0959,Hair Skin & Nail,33,39,887,Low,2026-07-07,2028-01-07,6.13
INV0960,MED0960,Dr.Lauranne Helio-C Media Protezione Cream,278,30,633,High,2026-07-07,2027-04-03,16.77
INV0961,MED0961,Pulmicort 0.5Mg/Ml,179,44,665,High,2026-07-07,2027-08-25,8.84
INV0962,MED0962,Kenalog In Orabase,218,40,761,High,2026-07-07,2027-11-08,16.28
INV0963,MED0963,B-Cor 10,11,24,638,Low,2026-07-07,2028-01-15,11.53
INV0964,MED0964,Awalodipin 10Mg,346,26,450,High,2026-07-07,2027-01-12,13.37
INV0965,MED0965,Similac Gold 1,379,22,581,High,2026-07-07,2027-11-19,2.65
INV0966,MED0966,Ovaprost 400Mg 15 Rectal & Vagnal Supp,101,42,960,Normal,2026-07-07,2027-03-07,4.52
INV0967,MED0967,Diprosalic,216,21,254,High,2026-07-07,2027-12-18,2.28
INV0968,MED0968,Folic Acid Kochard,37,25,714,Normal,2026-07-07,2028-03-11,11.13
INV0969,MED0969,Nystacort Cream,181,40,907,High,2026-07-07,2027-02-07,16.88
INV0970,MED0970,Diflucan 150Mg,475,42,219,High,2026-07-07,2026-12-30,12.25
INV0971,MED0971,Fixef 400Mg,478,46,341,High,2026-07-07,2027-12-27,3.24
INV0972,MED0972,Mycoyat Vaginal Cream,389,23,298,High,2026-07-07,2026-09-27,3.0
INV0973,MED0973,Amlodipine 5Mg Actavis,88,20,613,High,2026-07-07,2027-03-08,10.37
INV0974,MED0974,Sulprim Forte 10 Tab,28,23,522,Normal,2026-07-07,2026-08-10,10.31
INV0975,MED0975,D3Plan 5000 Iu,173,43,802,High,2026-07-07,2027-08-12,4.58
INV0976,MED0976,Sunsafe Men Spf 40,19,23,611,Low,2026-07-07,2027-05-30,11.27
INV0977,MED0977,Liv-52,137,26,957,High,2026-07-07,2027-09-15,2.61
INV0978,MED0978,Kombiglyze Xr 2.5/1000Mg,75,24,339,High,2026-07-07,2027-10-27,11.35
INV0979,MED0979,Fost Print Plus,26,30,437,Low,2026-07-07,2026-11-13,4.79
INV0980,MED0980,Novaten  25Mg,310,24,388,High,2026-07-07,2027-04-25,7.03
INV0981,MED0981,A-Z Vitamin,34,31,586,Normal,2026-07-07,2027-07-20,1.89
INV0982,MED0982,Calcium/Vit D 600Mg/400Iu,24,23,879,Normal,2026-07-07,2028-05-12,12.1
INV0983,MED0983,Noreva Exfoliac Spf 50 Uv Blocker,397,21,277,High,2026-07-07,2027-01-20,4.57
INV0984,MED0984,Radic Med Anti Hair Loss 300Ml,116,28,747,High,2026-07-07,2028-05-12,8.85
INV0985,MED0985,Radic Med  Anti Hair Loss Ampoule Treatment For Women,124,38,303,High,2026-07-07,2027-12-09,33.17
INV0986,MED0986,Apmox-250,338,25,572,High,2026-07-07,2028-05-27,8.86
INV0987,MED0987,Lido Plus,203,50,319,High,2026-07-07,2026-11-12,26.23
INV0988,MED0988,Lipikar Baume Ap+ M,91,27,950,High,2026-07-07,2027-05-06,12.06
INV0989,MED0989,Azithro-Denk 250 Mg,181,46,621,High,2026-07-07,2027-12-14,10.14
INV0990,MED0990,Candio *,180,24,421,High,2026-07-07,2027-03-27,4.4
INV0991,MED0991,Mupirocin Cream Usp 2%,266,32,505,High,2026-07-07,2027-06-19,12.5
INV0992,MED0992,Vichy Dercos Densi-Solution 250Ml,162,39,653,High,2026-07-07,2027-07-19,2.97
INV0993,MED0993,Fusibact Oint 15Gm,12,25,470,Low,2026-07-07,2027-08-24,13.71
INV0994,MED0994,Amoxicillin  Bp  250Mg,230,33,397,High,2026-07-07,2026-08-30,5.39
INV0995,MED0995,Uriage Hyseac Gel Nettoyant  150Ml,391,21,947,High,2026-07-07,2027-05-01,26.28
INV0996,MED0996,Aciclovir 200 Mg,496,31,453,High,2026-07-07,2028-05-19,1.32
INV0997,MED0997,Elica Ointment,242,40,886,High,2026-07-07,2026-07-19,10.54
INV0998,MED0998,Ulciguard Gel 10G,473,47,448,High,2026-07-07,2027-11-19,11.59
INV0999,MED0999,Otosan Nasal Wash Powder,303,37,852,High,2026-07-07,2026-08-25,15.76
INV1000,MED1000,Gupisone 20,100,39,683,Normal,2026-07-07,2027-02-08,11.98
INV1001,MED1001,Babe New Nuevo Spf 50 Dry Skin,192,32,992,High,2026-07-07,2028-02-06,3.78
INV1002,MED1002,Nutraflex Gel 150Ml,362,25,592,High,2026-07-07,2028-07-04,20.34
INV1003,MED1003,Gentle Iron 28Mg,216,31,540,High,2026-07-07,2027-05-11,7.47
INV1004,MED1004,Zithrokan 500Mg,43,28,699,Normal,2026-07-07,2027-07-02,13.32
INV1005,MED1005,Euthyrox 100Mcg,209,50,361,High,2026-07-07,2027-09-02,4.99
INV1006,MED1006,Sun 50+ Fluid Invisible  50Ml,136,47,854,Normal,2026-07-07,2028-05-11,11.29
INV1007,MED1007,Ecrinal Anp 2+ Shampoo For Women,327,49,626,High,2026-07-07,2027-04-17,4.54
INV1008,MED1008,Proctoheal Oint,63,28,684,Normal,2026-07-07,2027-09-30,5.14
INV1009,MED1009,Derma Safee Urea 20%,199,27,455,High,2026-07-07,2028-03-19,21.27
INV1010,MED1010,Avene Sunblock Cream For Dry Sensitive Skin Spf50,307,42,579,High,2026-07-07,2027-11-27,11.44
INV1011,MED1011,Doxepin 25 30Cap Razak Laboratories,459,34,996,High,2026-07-07,2027-03-25,9.89
INV1012,MED1012,Ketoconazole 2%  B5,148,49,983,High,2026-07-07,2027-02-07,12.32
INV1013,MED1013,Ip-Urea 10%Skin Lab,378,30,882,High,2026-07-07,2027-02-05,14.79
INV1014,MED1014,Dolomark 20 Tab Cold Flu,116,37,794,High,2026-07-07,2026-10-03,1.27
INV1015,MED1015,Kin Oro Cleaning,368,49,617,High,2026-07-07,2028-04-28,9.18
INV1016,MED1016,Ectros 30G,334,48,984,High,2026-07-07,2028-06-04,7.78
INV1017,MED1017,Multivitamin 60 Tab Oxford,464,30,965,High,2026-07-07,2026-12-24,2.27
INV1018,MED1018,Cipro 500Mg 14Tab,158,26,924,High,2026-07-07,2028-04-25,8.1
INV1019,MED1019,Kenda Kids Strawberry Milk 3-10 Ages,208,35,806,High,2026-07-07,2027-01-18,1.78
INV1020,MED1020,Tunolol 0.50% Eye Drops 5Ml,62,30,686,Normal,2026-07-07,2026-08-12,16.16
INV1021,MED1021,Cyproheptadine 4Mg 20Tab,338,34,860,High,2026-07-07,2026-11-22,3.56
INV1022,MED1022,Alpecin A1 Shampoo,224,50,401,High,2026-07-07,2027-11-25,5.45
INV1023,MED1023,Kendalife Strawberry 8Sachet,290,49,429,High,2026-07-07,2027-02-11,10.64
INV1024,MED1024,Bisoprolol 2.5 Mg Film-Coated,118,50,875,Normal,2026-07-07,2028-04-08,4.54
INV1025,MED1025,Scar Esthetique 10G,290,30,712,High,2026-07-07,2028-02-19,5.73
INV1026,MED1026,Mandanol Paracetamol 500Mg 16 Tab,136,41,791,High,2026-07-07,2026-11-01,10.07
INV1027,MED1027,Relaxen Day Non Drowsy,411,23,602,High,2026-07-07,2027-08-27,1.05
INV1028,MED1028,Vita Vit -Health Cap,85,29,779,Normal,2026-07-07,2028-02-16,10.95
INV1029,MED1029,Hyfresh,337,27,830,High,2026-07-07,2028-01-27,7.78
INV1030,MED1030,Neutop 50Mg,465,44,759,High,2026-07-07,2028-04-12,2.67
INV1031,MED1031,Finestup 5Mg 28 Tab Kleva,49,33,298,Normal,2026-07-07,2026-08-12,3.75
INV1032,MED1032,Disalart 5Mg,124,41,712,High,2026-07-07,2027-07-21,2.67
INV1033,MED1033,Zaraxin 500Mg,211,48,1000,High,2026-07-07,2027-06-20,8.75
INV1034,MED1034,Fitting Insertion  (Jaguar Power),110,42,672,Normal,2026-07-07,2027-05-21,2.49
INV1035,MED1035,Arnica 30% Gicar 75Ml,135,20,709,High,2026-07-07,2028-07-06,2.44
INV1036,MED1036,Actinac Plus+,252,24,588,High,2026-07-07,2027-03-19,9.02
INV1037,MED1037,Losar-Denk 50Mg 28Tab,363,25,993,High,2026-07-07,2026-11-06,4.08
INV1038,MED1038,Itraconazole Awa 100,12,50,297,Low,2026-07-07,2027-07-16,4.47
INV1039,MED1039,Methadin 10Ml,324,33,693,High,2026-07-07,2027-12-11,3.42
INV1040,MED1040,Fluor-Kin Anticaries,472,42,219,High,2026-07-07,2026-08-19,2.24
INV1041,MED1041,My A-Rbutin Lightening,81,32,949,Normal,2026-07-07,2026-09-28,18.17
INV1042,MED1042,Calpol Infant Gel,116,23,334,High,2026-07-07,2026-09-20,8.05
INV1043,MED1043,Atacand 16 Mg,156,32,401,High,2026-07-07,2027-04-13,9.95
INV1044,MED1044,Aquasoft Max Ajanta,162,45,991,High,2026-07-07,2027-09-05,12.89
INV1045,MED1045,Xylocane 5% El,104,30,857,High,2026-07-07,2027-09-19,18.99
INV1046,MED1046,Enox 4000 Anti-Xa Iu/0.4Ml,83,43,792,Normal,2026-07-07,2028-06-19,33.0
INV1047,MED1047,Diabex 30 Tab,334,25,597,High,2026-07-07,2027-06-30,2.44
INV1048,MED1048,Tearlose Artificial Tears 10Ml,161,31,968,High,2026-07-07,2027-10-07,6.23
INV1049,MED1049,Mega 3,479,46,395,High,2026-07-07,2027-08-20,12.37
INV1050,MED1050,Immuni Boost Tab Ultra Pure,245,24,966,High,2026-07-07,2027-06-10,1.63
INV1051,MED1051,Delor 5Mg Zada,450,45,802,High,2026-07-07,2028-03-14,10.51
INV1052,MED1052,Atorvast 20Mg,163,20,420,High,2026-07-07,2026-07-09,10.83
INV1053,MED1053,Concor Cor 2.5Mg,303,28,717,High,2026-07-07,2028-04-09,7.74
INV1054,MED1054,Deanxit,50,41,312,Normal,2026-07-07,2027-12-14,5.79
INV1055,MED1055,Kamagra 50Mg Oral Jelly,221,42,592,High,2026-07-07,2028-04-29,25.99
INV1056,MED1056,Piyloseptyl Syrup,300,34,290,High,2026-07-07,2027-11-18,1.95
INV1057,MED1057,Elica Cream  30G,241,41,226,High,2026-07-07,2027-05-28,12.85
INV1058,MED1058,Forvita C Tab 500Mg,465,37,429,High,2026-07-07,2028-06-20,5.24
INV1059,MED1059,Ghr 60 Tab (Growth Hormone Releaser),122,39,313,High,2026-07-07,2026-08-25,7.88
INV1060,MED1060,Losiram 10Mg,499,32,310,High,2026-07-07,2026-07-30,6.12
INV1061,MED1061,Ketorom 5Ml,412,44,784,High,2026-07-07,2027-11-05,9.19
INV1062,MED1062,Pelargos Orange Flavor  120Ml,215,44,935,High,2026-07-07,2027-04-14,1.88
INV1063,MED1063,Kendalife Banana 8Sachet,318,28,948,High,2026-07-07,2027-09-20,1.94
INV1064,MED1064,Evolac  Lf,399,44,283,High,2026-07-07,2028-01-15,6.84
INV1065,MED1065,Vitamin E 400Mg 30 Cap,128,28,478,High,2026-07-07,2026-07-13,1.6
INV1066,MED1066,Mefenamic Awa 500Mg,479,41,629,High,2026-07-07,2028-04-28,4.56
INV1067,MED1067,Uriage Roseliane  Anti-Rougeurs  40Ml,346,45,410,High,2026-07-07,2027-04-05,18.83
INV1068,MED1068,Etoria 90Mg Sana Pharma,150,37,302,High,2026-07-07,2028-03-05,6.96
INV1069,MED1069,Mela Dorm,432,38,758,High,2026-07-07,2027-06-26,4.94
INV1070,MED1070,Optiron Iron Bis-Glycinate 90Cap,145,22,945,High,2026-07-07,2026-08-07,11.16
INV1071,MED1071,Vitamin D3 10000Iu,46,47,644,Low,2026-07-07,2027-02-07,7.18
INV1072,MED1072,Chilora Eye Drop,120,21,275,High,2026-07-07,2027-06-11,14.56
INV1073,MED1073,Zn-Fine Warden 50Mg,475,37,293,High,2026-07-07,2027-10-14,7.21
INV1074,MED1074,Cemega Fish Oil 200Ml,15,29,792,Low,2026-07-07,2026-09-09,2.37
INV1075,MED1075,Betacortal 0.1% Topical Ointment 15Gm,312,41,873,High,2026-07-07,2027-05-20,16.34
INV1076,MED1076,Clotrion 10Gm Cream,22,21,519,Normal,2026-07-07,2027-09-13,22.86
INV1077,MED1077,Pediatric Spf 50 100Ml,482,25,239,High,2026-07-07,2028-02-27,15.59
INV1078,MED1078,Moclavin 875/125Mg 14 Tablet,297,46,627,High,2026-07-07,2027-01-04,10.93
INV1079,MED1079,Piophage 850Mg,484,23,613,High,2026-07-07,2028-07-04,10.47
INV1080,MED1080,Erycytol Depot 1Mg/Ml,26,43,274,Low,2026-07-07,2027-12-24,17.51
INV1081,MED1081,Avocom 0.05% Nasal Spary Avalon Pharma;,318,21,452,High,2026-07-07,2027-08-19,8.41
INV1082,MED1082,My Keep Fresh Shampoo,72,50,988,Normal,2026-07-07,2027-11-27,4.91
INV1083,MED1083,Layal,266,48,960,High,2026-07-07,2027-04-24,5.51
INV1084,MED1084,Butalin 120Ml,164,37,467,High,2026-07-07,2026-12-11,6.49
INV1085,MED1085,Dioclav 1G Npi 10Tab,40,26,526,Normal,2026-07-07,2027-09-06,5.37
INV1086,MED1086,Fine'S Ultra Omega Complete Gum,227,21,912,High,2026-07-07,2027-03-11,2.06
INV1087,MED1087,Avocom-M 50G Cream Avalon Pharma;,353,23,697,High,2026-07-07,2026-09-23,13.01
INV1088,MED1088,Ghost Honey,485,38,302,High,2026-07-07,2026-08-25,8.07
INV1089,MED1089,Librax,288,32,260,High,2026-07-07,2027-10-14,4.75
INV1090,MED1090,Panadol Extra 24 Tablet Sur,413,35,301,High,2026-07-07,2028-06-24,3.0
INV1091,MED1091,Ovaboost For Women 120 Cap,462,22,707,High,2026-07-07,2026-09-01,10.59
INV1092,MED1092,Telmicard 80Mg,458,24,922,High,2026-07-07,2027-04-10,1.55
INV1093,MED1093,La Roche-Posay Hyalu B5 Eyes,359,29,216,High,2026-07-07,2026-09-11,24.3
INV1094,MED1094,Amlodipine 10Mg,165,48,675,High,2026-07-07,2027-01-24,2.14
INV1095,MED1095,Janumet 50/1000Mg,12,25,733,Low,2026-07-07,2026-11-02,2.12
INV1096,MED1096,Svr Xerial 30 100Ml,345,22,496,High,2026-07-07,2027-08-20,17.16
INV1097,MED1097,Aspicell Tab 100Mg,77,46,746,Normal,2026-07-07,2027-05-27,10.38
INV1098,MED1098,Plavix  75Mg,333,29,524,High,2026-07-07,2027-12-13,6.76
INV1099,MED1099,Ecrinal Anp2+ Lotion For Women,258,49,913,High,2026-07-07,2028-06-29,13.9
INV1100,MED1100,Ecrinal Fortifying Shampoo For Women,485,39,418,High,2026-07-07,2028-03-26,12.67
INV1101,MED1101,Lamifen   15G   1%,253,47,722,High,2026-07-07,2027-03-07,9.31
INV1102,MED1102,Meto Aiwa 50Mg,204,29,638,High,2026-07-07,2027-03-07,2.19
INV1103,MED1103,Metanium,46,27,767,Normal,2026-07-07,2026-12-13,11.0
INV1104,MED1104,Ducray Keracnyl  200Ml,50,21,852,Normal,2026-07-07,2027-04-02,17.54
INV1105,MED1105,Thrombo Ass 75 Mg,324,23,873,High,2026-07-07,2026-11-17,11.04
INV1106,MED1106,Lpr Anthelios Xl50+ Innovation Yeux Sensibles,72,45,791,Normal,2026-07-07,2026-09-02,25.28
INV1107,MED1107,Hungry,96,27,856,High,2026-07-07,2028-06-13,8.54
INV1108,MED1108,Appetite Booster Pectin Gummies 60Gum,188,29,249,High,2026-07-07,2027-03-16,10.93
INV1109,MED1109,Garnier Skin Active Intensive Tube 150 Ml Ml Gel,131,22,543,High,2026-07-07,2026-12-01,14.8
INV1110,MED1110,Calcion 3,36,33,811,Normal,2026-07-07,2028-05-06,5.06
